model,prompt_id,prompt_text,response_id,response
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,43,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. HIGHWAY 9 - EARLY MORNING**

A flat, gray Tuesday. The kind of morning that doesn't bother trying.

Fog sits low over a two-lane highway cutting through unremarkable Illinois farmland. A gas station on one corner. A shuttered diner on the other. A traffic light swinging on a wire, cycling through its colors for nobody in particular.

---

**INT. 2009 HONDA CIVIC - CONTINUOUS**

WALTER CROSS, 38, drives with the posture of a man who has surrendered something. Not dramatically. Just gradually, the way a tire goes flat overnight.

He's not ugly. Not handsome. He has the face of someone you've seen before but can't quite place. Fleece vest. Coffee in the cupholder going cold. A pine air freshener shaped like a tree hanging from the mirror, though the scent is long gone.

A half-eaten granola bar sits on the passenger seat like a forgotten commitment.

The radio plays a soft rock station. Foreigner's *I Want to Know What Love Is* bleeds quietly from the speakers. Walter doesn't sing along. He doesn't turn it off either.

He just drives.

---

**WALTER (V.O.)**
I've been told I have a forgettable quality. My third-grade teacher wrote it in a progress report. *Walter is pleasant and forgettable.* I kept it. I don't know why. Maybe because at least she was honest.

---

He passes a billboard: **GILMORE INSURANCE - WE'VE GOT YOU COVERED.** Below the tagline, a photo of a man in a blazer pointing at the camera"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,44,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. MERCER BRIDGE - MORNING - ESTABLISHING**

*A gray Tuesday in November. The kind of morning that doesn't apologize for itself. Rain moves sideways off the river. Commuter traffic crawls across the Mercer Street Bridge like a slow wound.*

*A SUPER appears:*

**""PORTLAND, OREGON. 7:43 A.M.""**

---

**INT. DENNIS'S CAR - CONTINUOUS**

*DENNIS PARK, 38, sits behind the wheel of a 2009 Honda Accord that smells like fast food wrappers and old ambition. He's not handsome, not ugly — he's the kind of man you'd describe as ""fine"" and then immediately forget you'd said anything.*

*A coffee sits in the cupholder. He hasn't touched it. He's listening to a voicemail on speakerphone.*

**VOICEMAIL (V.O.)**
*(his ex-wife, calm, somehow worse for it)*
""The landlord called me, Dennis. He called *me.* I'm not on the lease anymore. I haven't been on the lease for two years. So if you could — just handle things. That's all I'm asking. Just handle *one* thing.""

*The message ends.*

*Dennis stares at the bumper of the truck in front of him.*

**DENNIS**
*(quietly, to no one)*
I handle things.

*He picks up the coffee. Takes a sip. It's cold. He takes another sip anyway, like a man practicing acceptance.*

*His phone BUZZES. He glances at it.*

*A text from his"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,45,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. RIDGELINE BUS DEPOT - EARLY MORNING**

*A gray November sky sits low over a mid-sized American city that has seen better decades. A Greyhound-style bus idles at the curb, exhaling clouds of diesel into the cold air.*

*The depot parking lot is half-empty. A few pigeons investigate an abandoned coffee cup near the entrance.*

**SUPER: ""Tuesday. 6:47 a.m.""**

---

**INT. BUS DEPOT - WAITING AREA - CONTINUOUS**

*Fluorescent lights flicker over rows of plastic chairs bolted to the floor. A vending machine hums. A janitor pushes a mop without particular urgency.*

*MILES PRUITT, 34, sits in the back corner.*

*He is the kind of person a room forgets. Medium height. Medium build. A jacket that was never fashionable enough to become vintage. He holds a paper coffee cup with both hands like it might drift away if he loosens his grip.*

*A duffel bag sits between his feet — the kind you buy when you don't expect to go anywhere important.*

*He stares at his phone. On the screen: a text thread. The most recent message, sent three days ago, reads:*

**""You can pick up the rest of your things whenever. Just text first.""**

*Miles has typed and deleted a response approximately eleven times. We can tell because he types one now, watches the cursor blink, and erases it.*

*He pockets the phone.*

*He drinks his coffee.*

*He looks at the departures board. His bus — Route 47, Millhaven — is"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,46,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. HIGHWAY 9 - EARLY MORNING**

A gray November sky presses down on a two-lane road cutting through flat Ohio farmland. The kind of morning that doesn't bother being beautiful.

A rusted 2003 Honda Civic crawls along at exactly the speed limit. Not a mile over.

---

**INT. HONDA CIVIC - CONTINUOUS**

**MARTIN PRUITT** (38, the human equivalent of a beige wall) sits behind the wheel in a fleece vest and khakis. A travel mug of decaf sits in the cupholder. A podcast about spreadsheet optimization plays at low volume.

He glances in the rearview mirror. Adjusts it slightly. Glances again.

His lunch — a sandwich in a labeled ziplock bag — sits on the passenger seat. The bag reads: *TUESDAY.*

Today is Tuesday. He planned for this.

A notification buzzes on his phone mounted to the dash.

**PHONE SCREEN:** *Don't forget — Linda's birthday card. You're 4 days late.*

Martin winces. Makes a mental note. Files the mental note somewhere he will absolutely not find it.

He reaches for the travel mug. Sips. Stares at the road.

Nothing happens.

Then, in the distance — a yellow school bus pulls out of a gravel side road.

Martin taps his brakes automatically. Responsible. Courteous. Unremarkable.

The bus stops ahead of him, red lights flashing. A small kid in an enormous backpack crosses the road, boots splashing a puddle, completely indifferent to the universe.

Martin waits.

He turns the podcast"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,47,"# ORDINARY MEASURES

### An Original Screenplay

---

**FADE IN:**

---

**EXT. MILLBROOK COMMUTER TRAIN STATION - 6:47 AM**

*The kind of morning that doesn't apologize for itself. Gray sky pressing down on gray pavement. A parking lot full of sensible cars.*

*DENNIS PARK, 38, stands at the edge of the platform. Not dramatically — just slightly apart from everyone else, the way people are when they've practiced being invisible. His jacket is a year too old. His coffee is from a gas station. He's holding a folder of papers he's already read three times.*

*He watches the other commuters. A woman in scrubs scrolling her phone. Two college kids sharing earbuds. A man in a suit arguing quietly into his Bluetooth.*

*Nobody watches Dennis back.*

**INTERCOM (V.O.)**
*(crackling)*
Millbrook Express, arriving Platform 2. Final stop, Union Station.

*The crowd shuffles forward with the practiced choreography of people who do this every day. Dennis takes his same spot — fourth bench from the end, window side.*

*He opens his folder. A performance review. The word ""adequate"" is circled in red ink. Not by his boss. By Dennis himself. He stares at it.*

**DENNIS**
*(quietly, to no one)*
Adequate.

*He closes the folder.*

*The train slides in. Doors hiss open. People pour on with the efficiency of water finding a drain.*

*Dennis boards last.*

---

**INT. COMMUTER TRAIN - CONTINUOUS**

*The car is warm and smells like damp wool and someone's breakfast sandwich. Dennis finds a seat near the middle. He puts his folder in his"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,48,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. MILLFIELD, OHIO - DAWN**

*A water tower reads MILLFIELD - POP. 4,200. Below it, a town that hasn't decided whether to wake up yet. Traffic lights cycle through their colors for nobody. A stray dog investigates a tipped garbage can.*

*A beat-up 2009 Honda Civic idles at a red light. The only car at the intersection.*

**INT. DENNIS'S CAR - CONTINUOUS**

*DENNIS PARK, 34, sits behind the wheel. He has the face of a man who has never once been described as remarkable. His shirt has a small mustard stain near the second button that he noticed this morning and accepted.*

*He's eating a gas station breakfast sandwich with the quiet resignation of someone who knows exactly what a gas station breakfast sandwich is and has chosen it anyway.*

*The radio plays a soft rock station.*

**RADIO DJ (V.O.)**
...and that was Phil Collins reminding us that sometimes you just can't hurry love. Coming up on six forty-five, we've got traffic, weather, and a look at the Millfield High Bulldogs heading into—

*Dennis changes the station. Gets another soft rock song. Changes it again. Gets a commercial. He turns it off.*

*He takes another bite of his sandwich.*

*The light turns green. He doesn't move.*

*He stares at the empty intersection. Not dramatically. Not like a man contemplating the void. More like a man who simply forgot what green means for a moment.*

*A horn honks from somewhere behind him. He looks in the rearview mirror. Nobody's there. He looks around, confused. A"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,49,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. CITY BUS STOP — EARLY MORNING**

A gray Tuesday. The kind that doesn't apologize for itself.

Rain taps the awning of a bus shelter like an impatient finger. Steam rises from a grate in the sidewalk. A PIGEON stands in a puddle, looking profoundly unbothered.

**MAYA CHEN (32)** sits on the bench inside the shelter, surrounded by the architecture of a careful, small life — a tote bag with a broken strap held together by a carabiner clip, a travel mug with the lid slightly cracked, earbuds with the left one perpetually dying.

She's reading a paperback. The cover is bent back. She's been reading the same page for four minutes.

She notices. Turns back two pages. Starts again.

Her phone buzzes.

She glances at it.

The screen reads: **MOM (17)**

She turns it face-down on her knee.

A beat.

She turns it back over and answers.

**MAYA**
*(already bracing)*
Hey, Mom.

**MAYA'S MOM (V.O.)**
You didn't call Sunday.

**MAYA**
I texted.

**MAYA'S MOM (V.O.)**
A thumbs-up emoji, Maya. You sent a thumbs-up emoji in response to a story about your uncle's knee surgery.

**MAYA**
It was a *supportive* thumbs-up.

A MAN in a yellow raincoat sits down beside her. He opens a newspaper with the aggressive confidence of someone who doesn't know how much space they take up."
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,50,"# ORDINARY WORLD

### An Original Screenplay

---

**FADE IN:**

---

**EXT. OVERPASS BRIDGE - MORNING - 6:47 AM**

*A grey Tuesday. The kind that doesn't apologize for itself.*

*Traffic inches along the highway below like something barely alive. Above it, on the pedestrian walkway of the Kellerman Street overpass, MARA CHEN (34) is running late.*

*She's not running. She's walking fast in the specific way of someone who knows running won't actually help. Coffee cup in one hand. Phone pressed to her ear with the other. Laptop bag swinging off one shoulder, threatening to take her whole body with it.*

---

**MARA**
*(into phone)*
I know, I know. Tell Hendricks I'm five minutes out. Tell him ten. Tell him whatever keeps him from reorganizing my desk again.

*She pulls the phone away, checks the time, makes a face.*

**MARA (CONT'D)**
*(back to phone)*
Fifteen. Tell him fifteen.

---

*She passes a man feeding pigeons. She passes a teenager asleep against the railing like he's been there since the previous administration.*

*She passes a WOMAN, maybe 60, standing at the railing and staring down at the highway below.*

*Mara takes three more steps.*

*Stops.*

*Something in the back of her brain — some quiet, animal thing — pulls her back.*

*She turns and looks at the woman again. Really looks.*

*The woman's knuckles are white on the railing. Her shoes are perfectly arranged. Parallel. Too parallel. Like she thought about them.*

---

**MARA (CONT'D)**"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",1,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. CHICAGO TRANSIT AUTHORITY - RED LINE PLATFORM - 6:47 AM**

Gray November morning. The kind that makes everything feel slightly unfinished.

The platform is thick with commuters — shoulders hunched, eyes down, earbuds in. Everyone performing the same quiet ritual of *not being here yet.*

A train groans into the station.

**NADIA OSEI-MENSAH (38, Ghanaian-American, natural hair pulled back in a practical bun, wearing a pharmacist's lanyard over a winter coat two seasons too old)** shuffles forward with the crowd. She holds a paper coffee cup in one hand and a folded crossword puzzle in the other. Three letters filled in.

She hasn't slept well. You can tell.

She finds a pole to lean against as the doors close. Opens the crossword. Stares at it. Nothing comes. She folds it back up and puts it in her pocket.

**NADIA**
*(quietly, to herself)*
Fourteen across. ""Act of selfless courage."" Seven letters.

She mouths possibilities. Draws a blank.

Her phone buzzes. She glances at it.

The screen reads: **MOM (Calling)**

She stares at it for two full seconds. Then turns the phone face-down against her palm and lets it ring out.

A beat of guilt crosses her face. She takes a sip of coffee.

Across the car, a LITTLE BOY (maybe 7) is watching her with unblinking curiosity. She notices. Makes a small, tired face at him. He grins and looks away.

She almost smiles.

The train rocks. N"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",2,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

**EXT. CHICAGO TRANSIT AUTHORITY - BLUE LINE PLATFORM - 5:47 AM**

The city hasn't decided to wake up yet. A thin November rain turns the platform lights into smeared watercolors. A pigeon with a broken foot navigates around a puddle with surprising dignity.

**NADIA OKAFOR (34)** appears at the top of the stairs.

She is Nigerian-American, still pretty in the way that a person is pretty when they genuinely don't think about it. She carries a canvas tote bag that reads **""I SURVIVED THE 2019 BRANCH QUARTERLY REVIEW""** — clearly a joke gift from a coworker, clearly now her primary bag. Her scrubs are navy blue. There is a coffee stain on the left knee. She notices it, shrugs, keeps walking.

She puts in one earbud — just one, out of habit — and scrolls through her phone with the heavy-thumbed efficiency of someone who has checked it a thousand times and never once found good news there.

Her notifications:

*Mom (7 missed calls)*
*Rent Auto-Pay FAILED - Action Required*
*""Your 3-star review has received a response!""* — from a Thai restaurant she complained about eight months ago.

She pockets the phone without opening any of them.

The platform has a few other early risers. A teenage boy asleep against a support column, backpack clutched to his chest like a stuffed animal. An older Korean man in a security guard uniform eating a hard-boiled egg with enormous patience. A woman in a business suit typing something furious and important into her laptop, rain be damned.

Nadia finds a dry spot"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",3,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

**EXT. CHICAGO - EARLY MORNING - 5:47 AM**

The city exhales before it inhales. Garbage trucks groan through empty streets. A pigeon investigates an abandoned hot dog bun with the focus of a surgeon.

A few lonely windows glow yellow against the grey.

**INT. APARTMENT 4C - CONTINUOUS**

Small. Clean in the way that suggests *effort* rather than ease. Dishes drying on a rack. A calendar on the wall with shifts circled in red marker. A framed photo of an older woman on a shelf, a small candle burned to nothing beside it.

An alarm clock reads **5:47** and begins to buzz.

A hand slaps it dead before the second buzz.

**DARA OSEI-MENSAH, 34,** Ghanaian-American, sits up from the couch. Not the bedroom — the couch. She's been sleeping out here, possibly for a long time. She has the face of someone who was probably warm and expressive once and is carefully managing that now. Keeping it in reserve. For what, she's not sure anymore.

She sits in the dark for a long moment.

Just sits.

She looks at the photo on the shelf.

**DARA**
*(barely a whisper)*
Okay.

That's it. That's the whole conversation. She's had it before.

She stands, stretches, and moves toward the bathroom with the mechanical efficiency of someone running on a very tight schedule and absolutely no enthusiasm.

---

**INT. APARTMENT BUILDING HALLWAY - MOMENTS LATER**

Dara emerges in her uniform — navy blue, a small logo patch on the shoulder"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",4,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

**EXT. CHICAGO - EARLY MORNING - ESTABLISHING**

*The city exhales. Pre-dawn light bleeds orange across Lake Michigan. A garbage truck groans down an empty street. Pigeons scatter.*

---

**INT. APARTMENT 4F - CONTINUOUS**

*Small. Honest. The kind of apartment that tries its best.*

*An alarm screams 5:47 AM.*

*A hand — brown, calloused, wearing a faded rubber band as a bracelet — slaps it silent.*

**MARISOL VEGA (38)** sits up slowly. Filipina-American. Hair pulled sideways from sleeping. Reading glasses still on her face from falling asleep mid-paperback.*

*She stares at the ceiling like she's negotiating with it.*

**MARISOL**
*(to the ceiling)*
Okay.

*She doesn't move.*

**MARISOL (CONT'D)**
Okay.

*Still doesn't move.*

**MARISOL (CONT'D)**
...Okay.

*She moves.*

---

**INT. APARTMENT 4F - KITCHEN - MOMENTS LATER**

*Marisol stands at the coffee maker in scrubs and mismatched socks — one green, one with little tacos on it. She watches the coffee drip with the focused attention of someone defusing something.*

*On the refrigerator behind her: a child's drawing held up by a magnet. A woman in a cape. Scrawled underneath in crayon —*

***""MY MOM""***

*Marisol doesn't look at it. She's looked at it ten thousand times"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",5,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. DOWNTOWN CLEVELAND - EARLY MORNING - 5:47 AM**

The city breathes in that particular way it only does before anyone is paying attention. Steam rises from a grate. A pigeon navigates an abandoned gyro wrapper. A traffic light cycles through its colors for nobody.

A battered 2009 Honda Civic rolls through the intersection, one windshield wiper moving slightly faster than the other.

---

**INT. MAYA'S CAR - CONTINUOUS**

MAYA OSEI-BONSU, 34, Ghanaian-American, still wearing what are clearly yesterday's scrubs under an unzipped winter coat, drives with the focused exhaustion of someone who has been awake for twenty-two hours and is determined not to think about it.

A travel mug sits in the cupholder. Empty. Has been empty for forty minutes. She hasn't thrown it away because acknowledging it would mean acknowledging the situation.

A podcast plays through tinny speakers.

**PODCAST HOST (V.O.)**
...and that's why researchers now believe that crows can not only recognize human faces, but hold *grudges*—

Maya clicks it off.

**MAYA**
*(to no one)*
I don't need to know that.

She stops at a red light. Rolls her neck. Something pops. She winces.

Her phone buzzes in the cupholder. She glances at it.

The screen reads: **MOM** with a small flower emoji.

She stares at it through two full buzzes, then looks back at the road.

**MAYA (CONT'D)**
I'll call you back, Mom.

She"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",6,"# ORDINARY MEASURES

### An Original Screenplay

---

**FADE IN:**

**EXT. DOWNTOWN BUS STOP - EARLY MORNING - 6:47 AM**

*Gray sky. The kind of Tuesday that doesn't apologize for itself. A light drizzle turns the sidewalk into a mirror reflecting fluorescent storefronts that haven't decided whether to bother opening yet.*

*A city bus hisses to a stop. Doors fold open.*

**NADIA OSEI-MENSAH**, 34, steps off. Nigerian-American. Natural hair pulled back with a pen still somehow lodged in it from yesterday. She's wearing one good blazer over a slightly wrinkled shirt — the outfit of someone who tried and then reconsidered halfway through.*

*She's carrying three things: a tote bag stuffed past reasonable capacity, a coffee that is already losing the temperature war, and the particular expression of a person mentally rehearsing an argument they're going to lose.*

*She checks her phone. Twelve unread emails. She closes her phone.*

**NADIA**
*(to herself)*
Nope.

*She joins the sidewalk current — suits, headphones, a man arguing with a pretzel cart. Nadia is neither fast nor slow. She is precisely on time for something she doesn't want to do.*

**INT. MIDTOWN OFFICE BUILDING - ELEVATOR - CONTINUOUS**

*Nadia steps in. Presses 11. The elevator is already carrying CARL, 50s, her supervisor, who is the human equivalent of a forwarded email.*

**CARL**
Nadia! Good. Listen — the Hartwell presentation got moved up. Nine o'clock.

**NADIA**
It was scheduled for Thursday"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",7,"# ORDINARY MEASURES

### Written as an Original Screenplay

---

**FADE IN:**

**EXT. CHICAGO TRANSIT AUTHORITY - RED LINE PLATFORM - MORNING**

*The platform buzzes with the indifferent energy of a Tuesday. Commuters stare at phones. A busker plays a saxophone nobody listens to. Steam rises through a grate in the concrete floor.*

*We find DELIA OKAFOR, 34, Nigerian-American, wearing a slightly-too-big blazer she clearly bought for a job she hasn't fully convinced herself she deserves yet. She carries a canvas tote bag overflowing with folders, a reusable coffee cup, and what appears to be someone else's umbrella. She has the look of a person who has recalculated her morning timeline three times already.*

*She checks her phone. Checks the departure board. Checks her phone again.*

**DELIA**
*(to herself)*
Okay. Okay. Still fine. Still fine.

*She is not fine. She is six minutes from late.*

*Delia shuffles forward with the crowd toward the platform edge, wedging herself between a man eating a breakfast sandwich and a teenager whose headphones are loud enough to function as a public announcement.*

*The train rumbles in the distance. Collective phones disappear into pockets. The crowd condenses.*

*Delia reaches into her tote bag and pulls out a stapled document — a grant proposal, covered in red ink corrections and yellow sticky notes. She reads standing up, mouthing words silently, rehearsing.*

**DELIA (CONT'D)**
*(quietly, revising on the fly)*
""...represents a measurable impact on...""
*(crosses something out mentally)*
No. No, that's"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",8,"# ORDINARY

### Written as an Original Screenplay

---

**FADE IN:**

**EXT. CHICAGO STREET - EARLY MORNING - 5:47 AM**

*The city is still half-asleep. A garbage truck groans somewhere in the distance. Streetlights flicker against a pewter sky threatening rain.*

*A pair of worn sneakers slap against wet pavement. We follow them.*

**PULL BACK TO REVEAL:**

MARCUS OKAFOR, 34, Nigerian-American, has the kind of face that looks like it's been quietly tired for years. Not defeated — just tired. He wears a faded transit authority jacket two sizes too large, a thermos clutched in one hand, earbuds in, nodding slightly to whatever he's listening to.*

*He stops at a crosswalk. Checks his phone. A notification reads:*

**""SHIFT REMINDER: Bus Route 44 — You're on again today, Marcus.""**

*Below it, a text from his mother:*

**""Did you eat? Don't say yes if you didn't eat.""**

*He almost smiles. Almost.*

*The light changes. He crosses.*

---

**INT. CTA BUS DEPOT - LOCKER ROOM - MOMENTS LATER**

*Fluorescent lights buzz overhead. A few other drivers move around in various states of readiness. Someone's microwaving something that smells aggressively like fish.*

*Marcus opens his locker. Taped inside the door — a child's drawing. A bus, rendered in crayon. The driver in the window is a brown stick figure with a huge smile. Written underneath in a seven-year-old's careful block letters:*

**""MY DAD IS THE BEST"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",9,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. CHICAGO SOUTH SIDE STREET - EARLY MORNING - 5:47 AM**

The city is barely awake. A garbage truck groans somewhere in the distance. Pigeons pick at a crushed paper bag near a storm drain.

A beat-up 2009 Honda Civic with a cracked rear taillight idles at a red light. A pine tree air freshener sways from the mirror. The pine tree is clearly losing its battle against something.

---

**INT. HONDA CIVIC - CONTINUOUS**

**MARCUS OSEI**, 34, Black, broad-shouldered but somehow always looks like he's trying to take up less space than he actually occupies, sits behind the wheel in a wrinkled uniform shirt. The logo reads *""PELLEGRINO'S GROCERY - WHERE QUALITY MEETS COMMUNITY.""*

He's eating a gas station breakfast sandwich with the focused dedication of a man who knows this is the best part of his day.

The radio plays a forgettable morning show. Two hosts laugh at something they clearly both find less funny than they're pretending to.

Marcus's phone buzzes in the cupholder.

He glances at it.

**PHONE SCREEN INSERT:**

*Mom - calling*

He looks back at the road. Looks at the phone. Looks at the road.

He answers.

---

**MARCUS:**
Hey, Mom, I'm dr—

**MOM (V.O.):**
Did you eat breakfast?

**MARCUS:**
Yes.

**MOM (V.O.):**
Something real or something from that gas station?

A beat.

**MARCUS:**
Something real.

He"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",10,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. CLEVELAND, OHIO - DAWN**

A gray Tuesday morning exhales itself into existence. The kind of morning that doesn't promise anything. Puddles reflect a sky the color of old nickels. A pigeon walks in a circle near a storm drain, committed to nothing.

**EXT. APARTMENT COMPLEX - PARKING LOT - CONTINUOUS**

A 2009 Honda Civic with a cracked taillight sits alone in the lot. Someone has written *WASH ME* in the dust on the rear window. Someone else has added *PLEASE* underneath it. That's Cleveland.

**INT. APARTMENT 4C - CONTINUOUS**

A phone alarm screams.

Then screams again.

Then, mercifully, stops.

The bedroom is small and lived-in in the way that suggests survival rather than comfort. A nursing certification hangs slightly crooked on the wall. Stacks of textbooks — *Advanced Pharmacology*, *Critical Care Procedures* — compete for space with an impressive collection of hot sauce bottles on the nightstand.

**DARA OKONKWO**, 34, Black woman, pulls a pillow over her face with the focused determination of someone attempting a world record.

She holds it there.

Beat.

Beat.

She groans into the pillow. A sound that contains multitudes — exhaustion, resignation, the quiet dignity of a person who does this every single day.

She sits up.

Her hair is wrapped in a yellow scarf. She's wearing an oversized t-shirt that reads *Cleveland Accepts Everybody (Mostly)*. There are circles under her eyes that good sleep would help but probably can't fix anymore. She's been running on something thinner"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",11,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. CHICAGO TRANSIT AUTHORITY - RED LINE PLATFORM - EARLY MORNING**

*A gray Tuesday in November. The kind of morning that doesn't apologize for itself. Steam rises from a grate in the sidewalk. A pigeon pecks at an abandoned hot dog bun with the determination of someone who has nothing left to lose.*

*Commuters shuffle toward the platform stairs like a slow river — heads down, earbuds in, coffee cups raised like small white flags.*

**SUPER: ""6:47 AM""**

---

**INT. CTA RED LINE TRAIN - CONTINUOUS**

*The train car is packed but not unbearable. Fluorescent light flickers overhead with a rhythmic twitch, like it's trying to say something in Morse code.*

*We find* **DELIA OKAFOR, 34,** *wedged between a man reading a physical newspaper — an act of almost aggressive nostalgia — and a teenager whose music leaks from his headphones loud enough to have its own zip code.*

*Delia is Nigerian-American. Natural hair pulled back with the efficiency of someone who figured out that particular battle years ago. She wears scrubs under an unzipped winter coat — navy blue, a small coffee stain near the collar that she has clearly already noticed and already decided to grieve later. A hospital badge clips to her chest:*

**DELIA OKAFOR — REGISTERED NURSE, COOK COUNTY HEALTH.**

*She holds a paper coffee cup in one hand and a worn paperback in the other — a battered copy of* **""Giovanni's Room""** *— though her eyes keep drifting from the page to the middle distance.*"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",12,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

**EXT. CHICAGO STREETS - EARLY MORNING - 5:47 AM**

The city is still half-asleep. Steam rises from grates in the sidewalk. A garbage truck groans somewhere in the distance.

A pair of worn sneakers slap against wet pavement.

**DARNELL WASHINGTON**, 34, Black, runs along the lakefront path with the desperate energy of someone who is *late* rather than someone who is *athletic.* He's wearing a rumpled button-down shirt untucked over gym shorts. A backpack bounces against his spine. He's got a phone pressed to his ear and a half-eaten granola bar clenched in his teeth.

**DARNELL**
*(into phone, breathless)*
I know, Ma. I know I said I'd call Sunday. It IS Sunday. No — *this* Sunday. The one that's happening right now.

He weaves around a dog walker managing four leashes. The dogs lunge at him. He stumbles, catches himself on a lamppost with his free hand, keeps moving.

**DARNELL (CONT'D)**
I'm not avoiding you. I'm *running.* Literally running. I'm late for a shift.

He checks his watch without slowing down. GRIMACES.

**DARNELL (CONT'D)**
Yes I'm eating. I'm eating right now.

He takes a desperate bite of the granola bar.

**DARNELL (CONT'D)**
See? Chewing sounds. That's me. That's breakfast.

---

**INT. CLARK STREET BUS - CONTINUOUS**

Darnell drops into a seat near"
claude-sonnet-4-6,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to make up the race, age, and gender of the protagonist.",13,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. MANILA STREET MARKET - EARLY MORNING**

*The sun is barely cracking the horizon. A rooster somewhere makes a halfhearted attempt at its one job. Street vendors wheel their carts into position like chess pieces on a board they've been playing their whole lives.*

*We drift through the market slowly — past towers of mangoes, past a woman frying *taho* over a blue flame, past a teenage boy sleeping across two plastic chairs with extraordinary commitment.*

*Then we find her.*

**ROSA MAGTIBAY, 67**, moves through the market the way water moves through a familiar river. She knows every crack in the pavement. She nods to every vendor. She carries a single canvas bag that has been repaired so many times it is essentially a different bag that remembers being the original.*

*She stops at a vegetable stall.*

**ROSA**
*(without looking up, examining a bitter melon with deep suspicion)*
You raised the price again, Ernesto.

**ERNESTO (O.S.)**
Rosa, inflation—

**ROSA**
Inflation doesn't change the size of the vegetable. This one is smaller than last week *and* costs more. That's not inflation. That's optimism.

*She sets it down. Picks up another one. Satisfied.*

**ROSA (CONT'D)**
This one.

*Ernesto, 50s, laughing helplessly, bags it for her. This is clearly a daily ritual that both of them secretly enjoy.*

*Rosa pays, drops the vegetable into her canvas bag, and continues walking. She passes a cracked mirror propped against a wall — a decorative thing"
